Gene1	Gene2	correlation
MFSD7	IL37	0.290704612494454
CD1A	IL37	0.35809875828595
TMEM130	IL37	0.186212004751873
OR6K3	IL37	0.398882896602373
SLCO1B3	IL37	0.264210499171786
TMEM257	IL37	-0.156305306075949
CEACAM5	IL37	0.0905176745694715
CYP1A2	IL37	0.231978752836987
FKBP15	IL37	0.266985602207937
ELF5	IL37	0.220185164411227
PRSS41	IL37	0.211818139273798
ADAMTSL4	IL37	0.185139248210147
LUZP2	IL37	-0.106325953864769
RP11.20G13.3	IL37	0.374046997403964
LINC00881	IL37	0.258687009578266
PYCARD	IL37	0.204799204661015
UNC13A	IL37	0.139170603251586
AJAP1	IL37	-0.206253291677236
DPP7	IL37	0.267768373409913
JPH4	IL37	0.226899463715807
SPNS1	IL37	0.320393801548857
ZMYND15	IL37	0.294734170971824
SIDT2	IL37	0.230518242114435
DDHD1	IL37	0.231244849378519
FABP5	IL37	0.249540102752913
CDKN2A	IL37	0.199833379770875
RP5.839B4.8	IL37	0.260849090767282
IL37	IL37	1
PTPN6	IL37	0.27868916828498
PARP15	IL37	0.339778848594013
PTPRO	IL37	0.355587633994859
DCSTAMP	IL37	0.429719297466171
LINC00677	IL37	0.227290370473367
GCHFR	IL37	0.300789908223548
PRAM1	IL37	0.265584642370566
SCPEP1	IL37	0.255948327776603
COMP	IL37	0.0991090272633141
LPXN	IL37	0.331565711757941
MCOLN1	IL37	0.240389221120382
CD37	IL37	0.227154221007258
FIRRE	IL37	0.36820087242622
SPN	IL37	0.268596648083822
PVALB	IL37	0.339645111717297
GNGT2	IL37	0.280478565463019
SSX2IP	IL37	-0.15592636462737
HLA.DMA	IL37	0.297581649304696
ATP6AP1	IL37	0.14041262191557
TUSC3	IL37	-0.131119592029009
SYTL5	IL37	-0.114469503734619
ANGPT4	IL37	0.238865699782477
SOWAHD	IL37	0.271186938320844
ZFYVE26	IL37	0.262587592409587
CTD.2003C8.2	IL37	0.295255506842131
GRN	IL37	0.215711925162201
RP11.356N1.2	IL37	0.320228250119423
BCHE	IL37	-0.144218161169077
NAGPA	IL37	0.193403822879921
OLR1	IL37	0.266409473616395
EPHA7	IL37	-0.175119180789897
IRF5	IL37	0.343521725735876
HTRA4	IL37	0.376419063944825
MICAL1	IL37	0.279726309142246
SLC11A1	IL37	0.176862848200408
HLA.DMB	IL37	0.3029537201407
TRIM46	IL37	0.123052564430078
GPR160	IL37	0.125125018653746
ANO4	IL37	-0.116581583898937
DNASE1L3	IL37	0.214409183777432
CADM2	IL37	-0.0977385352785128
SLC6A15	IL37	-0.144352950394206
VGLL1	IL37	-0.0325192058498614
MSR1	IL37	0.247266656021623
CRLF1	IL37	0.220666304092535
DOCK8	IL37	0.208205988851368
RP5.899E9.1	IL37	0.377049349845816
NOXA1	IL37	0.331634330895079
MAPK4	IL37	-0.195029649384689
DPCR1	IL37	0.182060318952644
CTD.2319I12.2	IL37	0.435154218287676
HEXB	IL37	0.237531361562147
MPND	IL37	0.211765345243186
GM2A	IL37	0.189523331203026
MS4A7	IL37	0.299619557584987
CYTL1	IL37	0.193922507015573
MCEMP1	IL37	0.0763059776077091
OR13A1	IL37	0.299998562379808
ZNF589	IL37	0.309707211494049
EDC3	IL37	0.133160043437525
RPP25	IL37	0.0959563099924762
NOS2	IL37	-0.14689042685185
PLCB2	IL37	0.279757447314313
TBXA2R	IL37	-0.131423189683808
LINC01526	IL37	0.306886986445941
ABCC3	IL37	0.282588376746056
C1orf162	IL37	0.179837648070012
LINC01827	IL37	0.283576133863542
CRHBP	IL37	-0.0891383453585394
KMO	IL37	0.313169376967295
RP11.291B21.2	IL37	0.099679597623293
TMSB15A	IL37	-0.11899013944245
CAPG	IL37	0.285396580062894
EGR2	IL37	0.220545954475916
TMEM251	IL37	0.216865653157892
GPRIN3	IL37	0.224156619693361
FLVCR2	IL37	0.175857929603196
LGALS3	IL37	0.167118511080176
KIAA1161	IL37	-0.115711572162483
KCNA2	IL37	0.278120315960035
SDCCAG8	IL37	0.16416356913392
GRM8	IL37	-0.151045436680171
DDB2	IL37	0.274045777211107
FCER1A	IL37	0.226990875059233
SNAP25	IL37	0.154035844538954
LINC00632	IL37	-0.10596376374846
CYP2A6	IL37	-0.0869033717382121
SIGLEC11	IL37	0.260599562679902
VSIG4	IL37	0.171755003770232
HECTD3	IL37	0.193700327694015
ALDH3A1	IL37	0.21831435816373
DUSP28	IL37	0.141078977412617
CD207	IL37	0.317165368294966
PRSS21	IL37	0.212953100583155
AP1G2	IL37	0.24975900534777
ANGPTL5	IL37	-0.128109359611967
ARHGEF10L	IL37	0.23834809000507
HSD3B7	IL37	0.186812217240908
RP4.809F18.1	IL37	0.193629629370641
GPR15	PTPN6	0.189382976331843
LHX9	PTPN6	0.270475175159956
AHRR	PTPN6	0.27939417616282
LINC01108	PTPN6	0.251987376029771
ITGAE	PTPN6	0.191214210825643
GPR55	PTPN6	0.412489445423472
PKD1L1	PTPN6	0.124126695160679
GSG2	PTPN6	0.410556834408721
FBP1	PTPN6	0.632630036928128
CYP27A1	PTPN6	0.542450643032617
MYO1A	PTPN6	0.354161928804113
EYA4	PTPN6	-0.401274734074672
KRT79	PTPN6	0.381766551928392
CD101	PTPN6	0.522940102455252
SLITRK2	PTPN6	-0.173342978844024
PCDH10	PTPN6	-0.259525222021567
ACOT4	PTPN6	0.524447291821124
STAC	PTPN6	0.430658938986101
CD52	PTPN6	0.643275500743546
VWC2	PTPN6	-0.00939980917413046
CYP1A1	PTPN6	0.16019438282373
SLC6A12	PTPN6	0.497291244887226
KCND2	PTPN6	-0.022173477004136
ACP5	PTPN6	0.589126790426064
DACH2	PTPN6	-0.173011805010803
CCDC88A	PTPN6	0.536285545787476
PNPLA6	PTPN6	0.575219069822366
SYT13	PTPN6	-0.103871827284416
PCDH11X	PTPN6	-0.20401963792859
ALOX5	PTPN6	0.651374276478011
PCAT14	PTPN6	-0.000650866630429866
GGA2	PTPN6	0.352608828878422
PARVG	PTPN6	0.651437319693816
M1AP	PTPN6	0.489646921874051
ADTRP	PTPN6	0.525165095426292
PHLDA3	PTPN6	0.248938291536274
CD8B	PTPN6	0.282457221793356
MAN2B1	PTPN6	0.680470430457119
PPARG	PTPN6	0.444100948173962
PNPLA3	PTPN6	0.442050912527008
JAML	PTPN6	0.630661868233195
PKP1	PTPN6	-0.231872753766732
CSTB	PTPN6	0.547168937050762
ATP6V0D2	PTPN6	0.439939907870145
RP11.621L6.3	PTPN6	0.226592402165288
TCEAL2	PTPN6	-0.199612679371408
GPD1	PTPN6	0.470164849517698
GNAZ	PTPN6	-0.0983206265471409
CATSPER1	PTPN6	0.594776669153936
KCNA10	PTPN6	0.422849676464091
PLA2G4E	PTPN6	0.307343477406572
AIFM3	PTPN6	0.516120660213637
WDFY4	PTPN6	0.712581160879324
CEACAM21	PTPN6	0.534864979391885
FAM213A	PTPN6	0.0739401187032284
DNASE2B	PTPN6	0.422997385445185
NHLH2	PTPN6	0.215764238532976
LINC01637	PTPN6	0.499528844927733
DPP6	PTPN6	-0.143953123546031
GUSB	PTPN6	0.414529388326205
GAPLINC	PTPN6	0.463224546318687
LRRN2	PTPN6	0.16740643455143
LTA4H	PTPN6	0.627353203074443
ADCY2	PTPN6	-0.328313133691891
CD300LF	PTPN6	0.735896750413104
FFAR4	PTPN6	0.535158024408487
FABP3	PTPN6	0.180987817450399
TREM2	PTPN6	0.537065981352907
FIG4	PTPN6	0.506691826499882
BHLHE41	PTPN6	0.290691683909739
CYP1B1	PTPN6	0.11708679113874
RP11.459I19.1	PTPN6	0.459016325047642
EVL	PTPN6	0.325309738251035
MFSD7	PTPN6	0.520626723337292
CD1A	PTPN6	0.390575752685811
TMEM130	PTPN6	-0.0213505008027396
OR6K3	PTPN6	0.37562183254936
SLCO1B3	PTPN6	0.141329936386402
TMEM257	PTPN6	-0.135076155000941
CEACAM5	PTPN6	0.14666819802396
CYP1A2	PTPN6	0.10565328958263
FKBP15	PTPN6	0.665191699312502
ELF5	PTPN6	0.378827591702276
PRSS41	PTPN6	0.255972933509821
ADAMTSL4	PTPN6	0.31933779010217
LUZP2	PTPN6	-0.186779364461998
RP11.20G13.3	PTPN6	0.312588757799009
LINC00881	PTPN6	0.0297206803055965
PYCARD	PTPN6	0.597954722273915
UNC13A	PTPN6	0.0369201903534374
AJAP1	PTPN6	-0.143116365861281
DPP7	PTPN6	0.27007725168097
JPH4	PTPN6	0.22819770434618
SPNS1	PTPN6	0.593455831471505
ZMYND15	PTPN6	0.620468258712853
SIDT2	PTPN6	0.260886796058633
DDHD1	PTPN6	0.16789433533456
FABP5	PTPN6	0.419463828114394
CDKN2A	PTPN6	0.0548819199695132
RP5.839B4.8	PTPN6	0.394484928756665
IL37	PTPN6	0.27868916828498
PTPN6	PTPN6	1
PARP15	PTPN6	0.412755669857761
PTPRO	PTPN6	0.632135601635565
DCSTAMP	PTPN6	0.448308172398722
LINC00677	PTPN6	0.379251906279822
GCHFR	PTPN6	0.527327708458513
PRAM1	PTPN6	0.721339524687294
SCPEP1	PTPN6	0.365040829118396
COMP	PTPN6	-0.130892710393365
LPXN	PTPN6	0.662438177644904
MCOLN1	PTPN6	0.489146270608542
CD37	PTPN6	0.653676083034547
FIRRE	PTPN6	0.297264400942806
SPN	PTPN6	0.667547078455288
PVALB	PTPN6	0.4190818890579
GNGT2	PTPN6	0.489851648198565
SSX2IP	PTPN6	-0.0219603032497402
HLA.DMA	PTPN6	0.529904146513765
ATP6AP1	PTPN6	0.506505479933447
TUSC3	PTPN6	-0.231050310666542
SYTL5	PTPN6	-0.00683217696462148
ANGPT4	PTPN6	0.37506239064018
SOWAHD	PTPN6	0.62368910074566
ZFYVE26	PTPN6	0.518344327598228
CTD.2003C8.2	PTPN6	0.430583040366831
GRN	PTPN6	0.64100996661829
RP11.356N1.2	PTPN6	0.503478415400305
BCHE	PTPN6	-0.226843702484716
NAGPA	PTPN6	0.466702804845304
OLR1	PTPN6	0.301345490001581
EPHA7	PTPN6	-0.231157730767261
IRF5	PTPN6	0.702574323784661
HTRA4	PTPN6	0.480682861640724
MICAL1	PTPN6	0.431286849189012
SLC11A1	PTPN6	0.403524729834931
HLA.DMB	PTPN6	0.591246962109352
TRIM46	PTPN6	0.17618761057303
GPR160	PTPN6	0.349636510174816
ANO4	PTPN6	-0.24665551889696
DNASE1L3	PTPN6	-0.0515158181596715
CADM2	PTPN6	-0.228310281865512
SLC6A15	PTPN6	-0.1186083971828
VGLL1	PTPN6	0.0362690701838945
MSR1	PTPN6	0.527906915348751
CRLF1	PTPN6	0.032063556426044
DOCK8	PTPN6	0.738774932943541
RP5.899E9.1	PTPN6	0.523538253182945
NOXA1	PTPN6	0.388527417276303
MAPK4	PTPN6	-0.0857773160332817
DPCR1	PTPN6	0.322498165049702
CTD.2319I12.2	PTPN6	0.454433544116952
HEXB	PTPN6	0.433221316876969
MPND	PTPN6	0.422693524049609
GM2A	PTPN6	0.511287321399216
MS4A7	PTPN6	0.611283635252555
CYTL1	PTPN6	-0.0291771988674855
MCEMP1	PTPN6	0.655355665169071
OR13A1	PTPN6	0.299431008609228
ZNF589	PTPN6	0.332849073095147
EDC3	PTPN6	0.261004517548514
RPP25	PTPN6	0.219266813537282
NOS2	PTPN6	-0.109854615205619
PLCB2	PTPN6	0.578258507916057
TBXA2R	PTPN6	-0.00339955232584129
LINC01526	PTPN6	0.39786134667062
ABCC3	PTPN6	0.464215377112645
C1orf162	PTPN6	0.566763435014303
LINC01827	PTPN6	0.285689213118225
CRHBP	PTPN6	-0.0296241760278094
KMO	PTPN6	0.495099382012342
RP11.291B21.2	PTPN6	0.0368005280228033
TMSB15A	PTPN6	-0.18688551265171
CAPG	PTPN6	0.674827552970366
EGR2	PTPN6	0.371350185888488
TMEM251	PTPN6	0.330714187088349
GPRIN3	PTPN6	0.247000807657121
FLVCR2	PTPN6	0.546436749144509
LGALS3	PTPN6	0.327977279881695
KIAA1161	PTPN6	0.00939329557306344
KCNA2	PTPN6	0.353033085175668
SDCCAG8	PTPN6	0.10767282180247
GRM8	PTPN6	-0.121401954849967
DDB2	PTPN6	0.124593279693297
FCER1A	PTPN6	0.265079598053392
SNAP25	PTPN6	-0.0468173116347663
LINC00632	PTPN6	-0.324015000448158
CYP2A6	PTPN6	-0.0878827805752151
SIGLEC11	PTPN6	0.519464682626356
VSIG4	PTPN6	0.470716928361038
HECTD3	PTPN6	0.446984980648242
ALDH3A1	PTPN6	0.169907772389572
DUSP28	PTPN6	0.24419788559004
CD207	PTPN6	0.263962545607554
PRSS21	PTPN6	0.336687712841463
AP1G2	PTPN6	0.315458287140071
ANGPTL5	PTPN6	-0.307915555775328
ARHGEF10L	PTPN6	0.232842243594922
HSD3B7	PTPN6	0.393527510370273
RP4.809F18.1	PTPN6	0.0612877777644011
GPR15	PARP15	0.401491932919177
LHX9	PARP15	0.253827091825447
AHRR	PARP15	0.328668029386879
LINC01108	PARP15	0.335599798114357
ITGAE	PARP15	0.31727494625432
GPR55	PARP15	0.403849071623134
PKD1L1	PARP15	0.266028330673971
GSG2	PARP15	0.506396249368408
FBP1	PARP15	0.38352122378397
CYP27A1	PARP15	0.372365945884819
MYO1A	PARP15	0.421980127068368
EYA4	PARP15	-0.140850676231643
KRT79	PARP15	0.355130130883675
CD101	PARP15	0.382426658694843
SLITRK2	PARP15	-0.0220074270796156
PCDH10	PARP15	-0.14956314927248
ACOT4	PARP15	0.218350137320595
STAC	PARP15	0.284678402129337
CD52	PARP15	0.343671138463563
VWC2	PARP15	0.249718696720699
CYP1A1	PARP15	0.20465132635726
SLC6A12	PARP15	0.328323996012698
KCND2	PARP15	0.100196688122159
ACP5	PARP15	0.404376327037746
DACH2	PARP15	0.00175532993089506
CCDC88A	PARP15	0.537242783305105
PNPLA6	PARP15	0.2790194907654
SYT13	PARP15	0.033423498822401
PCDH11X	PARP15	-0.0261823442255435
ALOX5	PARP15	0.340319984366848
PCAT14	PARP15	0.0698084451585735
GGA2	PARP15	0.584299010282577
PARVG	PARP15	0.586588763137325
M1AP	PARP15	0.505403570824734
ADTRP	PARP15	0.377546335442863
PHLDA3	PARP15	0.182508115300555
CD8B	PARP15	0.488026657358085
MAN2B1	PARP15	0.397513422390282
PPARG	PARP15	0.255088514823094
PNPLA3	PARP15	0.304100331321183
JAML	PARP15	0.543076887992807
PKP1	PARP15	-0.0743000221501179
CSTB	PARP15	0.132257777738605
ATP6V0D2	PARP15	0.314640380915641
RP11.621L6.3	PARP15	0.183429300760458
TCEAL2	PARP15	-0.0290073839654383
GPD1	PARP15	0.298547845109895
GNAZ	PARP15	-0.113263252357541
CATSPER1	PARP15	0.128869302631697
KCNA10	PARP15	0.404932754001398
PLA2G4E	PARP15	0.227323918525018
AIFM3	PARP15	0.352377603419699
WDFY4	PARP15	0.534712766100481
CEACAM21	PARP15	0.306369501278024
FAM213A	PARP15	0.04318381412924
DNASE2B	PARP15	0.301325838139079
NHLH2	PARP15	0.182124700864654
LINC01637	PARP15	0.248701826042721
DPP6	PARP15	0.0667220332986709
GUSB	PARP15	0.421560536341325
GAPLINC	PARP15	0.265408951724738
LRRN2	PARP15	0.338492264296242
LTA4H	PARP15	0.297045389428937
ADCY2	PARP15	-0.185639277265656
CD300LF	PARP15	0.339314859281
FFAR4	PARP15	0.425939570546912
FABP3	PARP15	0.176835728493437
TREM2	PARP15	0.347519028140696
FIG4	PARP15	0.396695955476497
BHLHE41	PARP15	0.33333505087003
CYP1B1	PARP15	-0.0263048047070994
RP11.459I19.1	PARP15	0.374620307156373
EVL	PARP15	0.590208023556688
MFSD7	PARP15	0.30959549690664
CD1A	PARP15	0.343060722579907
TMEM130	PARP15	0.269848943420751
OR6K3	PARP15	0.355920733318544
SLCO1B3	PARP15	0.190372121767812
TMEM257	PARP15	0.069664871875241
CEACAM5	PARP15	0.0670648930509179
CYP1A2	PARP15	0.207407697514361
FKBP15	PARP15	0.446782562009814
ELF5	PARP15	0.217109247548278
PRSS41	PARP15	0.178963103986215
ADAMTSL4	PARP15	0.163445504750111
LUZP2	PARP15	0.0104058354419983
RP11.20G13.3	PARP15	0.356773817187581
LINC00881	PARP15	0.052542096557518
PYCARD	PARP15	0.231433192179084
UNC13A	PARP15	0.0855318012818104
AJAP1	PARP15	-0.137649776885797
DPP7	PARP15	0.239809734305366
JPH4	PARP15	0.363130664894263
SPNS1	PARP15	0.295067898276314
ZMYND15	PARP15	0.408499405921532
SIDT2	PARP15	0.390990643068225
DDHD1	PARP15	0.51821143098596
FABP5	PARP15	0.161056013564451
CDKN2A	PARP15	0.177242824012548
RP5.839B4.8	PARP15	0.264615744652959
IL37	PARP15	0.339778848594013
PTPN6	PARP15	0.412755669857761
PARP15	PARP15	1
PTPRO	PARP15	0.453054047773822
DCSTAMP	PARP15	0.390494054982368
LINC00677	PARP15	0.259928279207718
GCHFR	PARP15	0.244208799882139
PRAM1	PARP15	0.39619610918023
SCPEP1	PARP15	0.37181333834052
COMP	PARP15	-0.0237807703544544
LPXN	PARP15	0.601339244667618
MCOLN1	PARP15	0.252348873889589
CD37	PARP15	0.546397428405681
FIRRE	PARP15	0.427921354253957
SPN	PARP15	0.524288174930307
PVALB	PARP15	0.261427255165566
GNGT2	PARP15	0.445023185189346
SSX2IP	PARP15	0.0385322506918048
HLA.DMA	PARP15	0.566670902359941
ATP6AP1	PARP15	0.0635285583280795
TUSC3	PARP15	-0.135008610153851
SYTL5	PARP15	-0.0262442020015508
ANGPT4	PARP15	0.341910631111378
SOWAHD	PARP15	0.297851135655235
ZFYVE26	PARP15	0.46037633795158
CTD.2003C8.2	PARP15	0.294319724133753
GRN	PARP15	0.251623654531166
RP11.356N1.2	PARP15	0.365148612210652
BCHE	PARP15	0.0901813929666536
NAGPA	PARP15	0.256590285078627
OLR1	PARP15	0.411915281610655
EPHA7	PARP15	0.0226160814486145
IRF5	PARP15	0.423923951776744
HTRA4	PARP15	0.428652678089538
MICAL1	PARP15	0.514446585390741
SLC11A1	PARP15	0.199711289606213
HLA.DMB	PARP15	0.567267260157058
TRIM46	PARP15	0.33020634088581
GPR160	PARP15	0.127154080579276
ANO4	PARP15	-0.0511634485794507
DNASE1L3	PARP15	0.108617411908294
CADM2	PARP15	-0.0404845051919642
SLC6A15	PARP15	-0.192536320463126
VGLL1	PARP15	0.0860787032895137
MSR1	PARP15	0.272596120542004
CRLF1	PARP15	-0.00698689458179069
DOCK8	PARP15	0.556656524928036
RP5.899E9.1	PARP15	0.357928636662961
NOXA1	PARP15	0.447882100651023
MAPK4	PARP15	-0.20959585120576
DPCR1	PARP15	0.168602549677775
CTD.2319I12.2	PARP15	0.317336983347656
HEXB	PARP15	0.154997417917313
MPND	PARP15	0.24444414001277
GM2A	PARP15	0.28399377425269
MS4A7	PARP15	0.438753413333728
CYTL1	PARP15	0.0996532581803038
MCEMP1	PARP15	0.0436272091628793
OR13A1	PARP15	0.325116744671004
ZNF589	PARP15	0.484034080208721
EDC3	PARP15	0.166104116231563
RPP25	PARP15	-0.0586817713655623
NOS2	PARP15	-0.101191514294499
PLCB2	PARP15	0.583882954394378
TBXA2R	PARP15	-0.0308539316762438
LINC01526	PARP15	0.278592245005822
ABCC3	PARP15	0.377330428090427
C1orf162	PARP15	0.248425229978914
LINC01827	PARP15	0.258343588502006
CRHBP	PARP15	0.135736579000996
KMO	PARP15	0.340333110376762
RP11.291B21.2	PARP15	0.328720273705983
TMSB15A	PARP15	-0.03626689775523
CAPG	PARP15	0.253506144203053
EGR2	PARP15	0.347481981391446
TMEM251	PARP15	0.15250612167502
GPRIN3	PARP15	0.423004804643167
FLVCR2	PARP15	0.246039068636941
LGALS3	PARP15	0.0568359383952877
KIAA1161	PARP15	-0.10179683951347
KCNA2	PARP15	0.444735988884442
SDCCAG8	PARP15	0.226243426635435
GRM8	PARP15	0.0263754970370879
DDB2	PARP15	0.416605122996533
FCER1A	PARP15	0.380599874010434
SNAP25	PARP15	0.148966289407389
LINC00632	PARP15	-0.097733233268562
CYP2A6	PARP15	-0.0410517731450579
SIGLEC11	PARP15	0.285448736366525
VSIG4	PARP15	0.099354967066425
HECTD3	PARP15	0.334436294820977
ALDH3A1	PARP15	0.135942669302352
DUSP28	PARP15	0.30022251840664
CD207	PARP15	0.283646730899931
PRSS21	PARP15	0.199609400175242
AP1G2	PARP15	0.492148452134771
ANGPTL5	PARP15	-0.0114808027613667
ARHGEF10L	PARP15	0.286257229814415
HSD3B7	PARP15	0.161430447908556
RP4.809F18.1	PARP15	0.16271186842112
GPR15	PTPRO	0.250201194127102
LHX9	PTPRO	0.322500772484033
AHRR	PTPRO	0.294551485339994
LINC01108	PTPRO	0.299856331428446
ITGAE	PTPRO	0.418824705501309
GPR55	PTPRO	0.388954052837217
PKD1L1	PTPRO	0.127486855031569
GSG2	PTPRO	0.481587949983289
FBP1	PTPRO	0.604108677925537
CYP27A1	PTPRO	0.647610824069408
MYO1A	PTPRO	0.405082374339412
EYA4	PTPRO	-0.254882272012969
KRT79	PTPRO	0.469558597948563
CD101	PTPRO	0.491648113075042
SLITRK2	PTPRO	-0.129120569437825
PCDH10	PTPRO	-0.303502015796881
ACOT4	PTPRO	0.595012595518722
STAC	PTPRO	0.6652123031307
CD52	PTPRO	0.613106004172826
VWC2	PTPRO	0.0997880082088794
CYP1A1	PTPRO	0.0710292593671537
SLC6A12	PTPRO	0.547806724311226
KCND2	PTPRO	0.140100699043318
ACP5	PTPRO	0.628718042373567
DACH2	PTPRO	-0.0363644084192705
CCDC88A	PTPRO	0.722153245028571
PNPLA6	PTPRO	0.534678122138647
SYT13	PTPRO	-0.0978276571556325
PCDH11X	PTPRO	-0.218718443244834
ALOX5	PTPRO	0.501914562880481
PCAT14	PTPRO	-0.0242006815258623
GGA2	PTPRO	0.514822249789316
PARVG	PTPRO	0.576009799854424
M1AP	PTPRO	0.516832768467687
ADTRP	PTPRO	0.60780778053305
PHLDA3	PTPRO	0.411743639369042
CD8B	PTPRO	0.193406622668271
MAN2B1	PTPRO	0.619746372046655
PPARG	PTPRO	0.665780531462938
PNPLA3	PTPRO	0.52937618043037
JAML	PTPRO	0.597858859219847
PKP1	PTPRO	-0.186815181696561
CSTB	PTPRO	0.51168814325984
ATP6V0D2	PTPRO	0.462311470914806
RP11.621L6.3	PTPRO	0.293133986756876
TCEAL2	PTPRO	-0.188981705021151
GPD1	PTPRO	0.565126874584583
GNAZ	PTPRO	-0.189630748901498
CATSPER1	PTPRO	0.503051593680077
KCNA10	PTPRO	0.502115092735965
PLA2G4E	PTPRO	0.298486661076874
AIFM3	PTPRO	0.533603604182179
WDFY4	PTPRO	0.662552369078053
CEACAM21	PTPRO	0.455604064840035
FAM213A	PTPRO	0.202229305847939
DNASE2B	PTPRO	0.459747230425603
NHLH2	PTPRO	0.206332672069898
LINC01637	PTPRO	0.498161733257431
DPP6	PTPRO	-0.127090630391264
GUSB	PTPRO	0.519888973779926
GAPLINC	PTPRO	0.528146134432791
LRRN2	PTPRO	0.282385727831915
LTA4H	PTPRO	0.657833309228603
ADCY2	PTPRO	-0.253809872646151
CD300LF	PTPRO	0.647669831986577
FFAR4	PTPRO	0.663894974010039
FABP3	PTPRO	0.310633227147317
TREM2	PTPRO	0.594488927613185
FIG4	PTPRO	0.654998672255258
BHLHE41	PTPRO	0.42131183219924
CYP1B1	PTPRO	0.157721868643968
RP11.459I19.1	PTPRO	0.491678175656395
EVL	PTPRO	0.410773577853405
MFSD7	PTPRO	0.482041444867173
CD1A	PTPRO	0.399389447643496
TMEM130	PTPRO	0.0743538179374843
OR6K3	PTPRO	0.4373687676264
SLCO1B3	PTPRO	0.167083929310521
TMEM257	PTPRO	-0.106182175073659
CEACAM5	PTPRO	0.18691301020462
CYP1A2	PTPRO	0.0607648735987358
FKBP15	PTPRO	0.713865758490107
ELF5	PTPRO	0.360609120354106
PRSS41	PTPRO	0.22195915821612
ADAMTSL4	PTPRO	0.443360456290729
LUZP2	PTPRO	-0.0600579910350987
RP11.20G13.3	PTPRO	0.326599433420412
LINC00881	PTPRO	0.136719070235614
PYCARD	PTPRO	0.531027905365832
UNC13A	PTPRO	0.106059502052901
AJAP1	PTPRO	-0.186719052732339
DPP7	PTPRO	0.255745712172575
JPH4	PTPRO	0.330058761773063
SPNS1	PTPRO	0.611944286422977
ZMYND15	PTPRO	0.487263772280804
SIDT2	PTPRO	0.375035043142905
DDHD1	PTPRO	0.384190743721656
FABP5	PTPRO	0.479483930108103
CDKN2A	PTPRO	0.0641938519099167
RP5.839B4.8	PTPRO	0.551910947284027
IL37	PTPRO	0.355587633994859
PTPN6	PTPRO	0.632135601635565
PARP15	PTPRO	0.453054047773822
PTPRO	PTPRO	1
DCSTAMP	PTPRO	0.58490240688243
LINC00677	PTPRO	0.379206689736982
GCHFR	PTPRO	0.590304504973417
PRAM1	PTPRO	0.591907396535748
SCPEP1	PTPRO	0.464547055223217
COMP	PTPRO	-0.0399892265658273
LPXN	PTPRO	0.673712337060098
MCOLN1	PTPRO	0.456919022921439
CD37	PTPRO	0.503708553594481
FIRRE	PTPRO	0.500140886951188
SPN	PTPRO	0.646420738087694
PVALB	PTPRO	0.403090308773893
GNGT2	PTPRO	0.492655710832943
SSX2IP	PTPRO	0.0940043444281335
HLA.DMA	PTPRO	0.542401386337858
ATP6AP1	PTPRO	0.387257705748421
TUSC3	PTPRO	-0.10936262703901
SYTL5	PTPRO	-0.0618884470177919
ANGPT4	PTPRO	0.480414703459516
SOWAHD	PTPRO	0.676494002115202
ZFYVE26	PTPRO	0.598617952918732
CTD.2003C8.2	PTPRO	0.525185210049505
GRN	PTPRO	0.603094845880774
RP11.356N1.2	PTPRO	0.54293194300184
BCHE	PTPRO	-0.051818680185277
NAGPA	PTPRO	0.455230757284864
OLR1	PTPRO	0.394424906041675
EPHA7	PTPRO	-0.206318119508141
IRF5	PTPRO	0.718081774563675
HTRA4	PTPRO	0.516366346558241
MICAL1	PTPRO	0.415769294565491
SLC11A1	PTPRO	0.291962854998104
HLA.DMB	PTPRO	0.628824771613453
TRIM46	PTPRO	0.0885508514309877
GPR160	PTPRO	0.26900984464054
ANO4	PTPRO	-0.144340532514953
DNASE1L3	PTPRO	0.0438171035665757
CADM2	PTPRO	-0.179814689683377
SLC6A15	PTPRO	-0.107405777968389
VGLL1	PTPRO	-0.078078319481627
MSR1	PTPRO	0.624311462128871
CRLF1	PTPRO	0.0269528634486519
DOCK8	PTPRO	0.637091016921746
RP5.899E9.1	PTPRO	0.568023559747807
NOXA1	PTPRO	0.381042762464045
MAPK4	PTPRO	-0.229478037087157
DPCR1	PTPRO	0.279197117868746
CTD.2319I12.2	PTPRO	0.472378660342298
HEXB	PTPRO	0.53433820639365
MPND	PTPRO	0.369105008808838
GM2A	PTPRO	0.534359306687006
MS4A7	PTPRO	0.706735556332126
CYTL1	PTPRO	0.0945883930362201
MCEMP1	PTPRO	0.49221665786089
OR13A1	PTPRO	0.389360804330387
ZNF589	PTPRO	0.540036167297887
EDC3	PTPRO	0.198734327776503
RPP25	PTPRO	0.20929182283942
NOS2	PTPRO	-0.192478886562504
PLCB2	PTPRO	0.531316630379635
TBXA2R	PTPRO	-0.056556418030096
LINC01526	PTPRO	0.447429076015893
ABCC3	PTPRO	0.47508566780657
C1orf162	PTPRO	0.556194317716373
LINC01827	PTPRO	0.35009059174267
CRHBP	PTPRO	0.0652417831262873
KMO	PTPRO	0.506788788657237
RP11.291B21.2	PTPRO	0.0113925977276559
TMSB15A	PTPRO	-0.0357365596557141
CAPG	PTPRO	0.549148425858197
EGR2	PTPRO	0.374122540552045
TMEM251	PTPRO	0.474219574159477
GPRIN3	PTPRO	0.336236641219674
FLVCR2	PTPRO	0.514010166772968
LGALS3	PTPRO	0.370390789783284
